,Mast Cells,Neutrophil Cells,Eosinophil Cells,B Cells Memory,B Cells Naive,Plasma Cells,T Cells CD8 Actived,T Cells CD8 Naive,T Cells CD8 Memory,M0 Macrophage,M1 Macrophage,M2 Macrophage,Treg Cells,T Cells CD4 Memory,T Cells CD4 Naive,T Cells CD4 Follicular,Th1 Cells,Th17 Cells,Th2 Cells,Monocyte,GammaDelta T Cells,NK Resting,NK.Actived,DC Actived,DC Immature
Klra5,15.4684270497,14.6291079445,14.4383587384,19.8570760337,29.9696333329,23.8023407859,64.9434513432,14.8920764419,117.2712078973,16.1691279926,15.7991894399,17.8817065358,16.8967214754,13.241551784,15.3800929288,14.8850406895,268.5695965273,14.9205987774,23.1146531758,15.9082088622,5275.0477806559,183.3553901254,187.4914746207,20.3430515493,19.2711854646
Il3,25.7144462389,14.621761417,13.1059942951,14.3375643083,15.3557516291,16.6786935357,569.9047668243,13.268172722,13.8859430723,12.1746655128,11.5195777408,12.7355503354,23.3314301433,14.9137527638,14.6255920829,13.2908509511,1835.8265907753,13.2295227371,11.7965519881,13.0636880285,15.0635701614,13.825652116,16.0612042622,14.5909842506,13.7046691309
F9,14.7968188825,14.407748687,15.6960539173,37.9285497741,45.2333465455,163.5273618872,13.9865708603,14.6160028682,15.9790045134,27.6389507432,20.8878657849,22.1550711064,16.0845346919,14.8150365609,16.0505495395,15.0937341533,18.010912524,14.2462498341,12.8943953614,18.1667713097,17.0602647771,17.6996122957,15.2665914222,37.5724733229,34.3427510218
Ifng,14.3350177483,14.2587128373,14.7759223853,16.8088249874,24.3176526744,18.0300135815,15223.8044613758,34.1940215414,288.9938516691,14.3160844911,16.5059303144,13.9628442812,54.1636571676,386.0901923761,48.1466701888,701.148287428,11465.4277430243,85.0932811639,19.6728725632,12.9794886311,27.7804787112,2741.3437952088,1322.9744938326,13.0106506428,12.4982868887
Tnfsf11,14.4607591752,14.246971004,15.1818098275,17.2430822561,17.9334604637,14.7940402476,585.5370419138,17.2503174202,24.3807203234,15.2261749692,14.9310547757,15.310970681,358.9741804258,191.9974978472,43.2747755331,983.965561135,1480.5773842446,143.5297006088,101.509411818,12.0127269747,12.6311504626,15.7274997623,29.6838752913,13.0232521628,13.4851251798
Ddx43,30.2462360467,14.2393127933,13.1652083818,16.7753446619,15.9512581063,16.7884754455,74.1051221876,63.1540826983,215.1537351627,19.4026478898,18.2274877571,16.4837618704,78.3180654518,110.5045950581,48.3705327099,156.7901506509,14.2996611231,14.4435653824,18.8421153761,15.6255555175,460.0370432555,313.7961968564,199.8346073436,15.6910007904,17.3822963728
Plac1l,13.6266507839,13.9117399041,14.7364252286,18.1181581803,15.4788591776,111.5004017855,12.7014346295,13.0767905256,12.4682344244,13.1915508637,13.3372481108,14.1143230132,12.5309285546,12.4943272338,15.3044459574,12.755275955,13.1271244574,12.7395871901,14.1090117597,14.7351795828,16.0221830014,17.382362721,14.0340607508,15.8958176387,15.4039224851
Klrc1,11.7804187203,13.896122965,11.8009043127,11.2088347609,12.7954215731,12.4258359154,415.9707628381,16.2207385488,248.7904238878,12.7338914253,14.6524510093,12.2001607327,15.9952228392,12.1309506841,13.2287755307,14.9763715522,415.9149222269,33.4303995759,14.3814177735,13.3232432441,21.24344218,33.4335317812,28.2394543242,13.2256435079,13.4801626244
Mucl1,14.5574804406,13.8541240648,12.5513426194,10.081502704,11.4098295242,11.505414846,12.7431991964,13.7521669099,13.2344329811,12.2163979999,13.8780779753,13.9443739862,14.302402328,16.0896395085,13.4611365188,13.5166168887,12.4345986489,13.1742535624,13.4568159614,14.2111681771,11.9665313901,14.1478327091,13.1672108354,310.3452926865,293.9852399838
Trbv5,13.199144815,13.8303668138,12.2787843713,12.1534160541,14.9456296759,13.2427265196,217.9970730705,619.0997713415,387.6188356967,13.0631120468,12.5663334033,14.2293549489,729.3323165102,160.336689604,2045.5139519276,1792.567134988,199.9678809177,1397.3080200092,1075.0597189818,11.9857857277,311.8160090877,13.7226320588,14.9415277923,12.8714865786,13.2001181007
Cd3g,13.2034852889,13.8060918175,13.107545557,14.202283893,13.8448397974,11.8159647042,1967.0872890452,7054.1790788761,7570.6178024453,12.2698569917,13.8752622923,11.8496073491,2567.8971100957,2351.3655895637,8137.8996864457,8810.835506797,2254.8051657625,8191.895435229,7311.2012656656,18.2298341989,14615.2414932056,59.281231632,43.760811376,11.2854315068,11.7547851501
Mmp12,26.6338508904,13.5863837728,540.0487019419,15.1756732149,13.6868392464,14.1055372768,14.2108023987,14.4660044684,15.2520870836,2645.0319675564,812.4285448262,2836.0348405253,14.5281269131,13.1909813663,14.9177341991,15.307857456,13.4233902239,136.6340226989,98.0748707375,12.6819509516,13.1641321902,17.2432912784,16.6868939776,5286.5071182468,6282.3889073589
Cd226,11.7812758412,13.5232773364,79.8846101717,12.0091788459,13.5012660674,12.6798407574,159.1510205466,737.9363964427,417.9013994474,12.1610669359,11.8840935875,11.6435059384,91.443392619,283.9574176504,212.9827061508,113.0684160874,61.5656440633,151.0187593471,84.9528717712,18.4323736342,261.7655770367,424.0565908581,253.2438762365,25.6487541948,18.5769960441
Tktl1,26.709918115,13.3598762445,13.083367521,21.0038760585,16.4579632899,116.29556958,11.9135458515,13.0480017645,17.1370582596,12.1343283747,12.6797441907,12.7531433318,16.1613232693,28.7126897601,16.6153283844,24.278618041,13.3212560588,14.3528691952,188.6855254245,13.1708067826,13.0970752286,14.8125601147,12.3807444803,12.9362510812,12.9933608967
Cxcr6,14.01992343,13.3465088532,22.7476286507,13.4453859989,12.6842140647,14.9359802224,220.1191873254,1259.5570134494,1455.8350186773,13.8930262407,15.2480459539,14.7064347886,71.3863398235,343.0778745903,122.6613959973,192.9639928194,197.4149657996,1329.4365967282,4474.0089594845,12.0359890982,3164.6991239059,38.7151315123,136.0654614086,12.6167811437,12.9412220795
Gzmg,11.228406062,13.2214572825,11.2385709817,13.267613798,12.8556420658,14.3531111779,11.5632080835,11.4195832564,11.0585185744,11.0480581249,10.804528943,11.0315584702,11.7640715406,14.4830589834,11.8953392655,11.4326943151,29.3471961168,13.6200800233,605.6557071039,12.3343312058,12.4609214782,12.3793357375,12.688657919,12.441856894,12.5059968139
Sema3d,15.8068498672,13.1885869428,14.3830395082,17.3792724945,17.7495410008,17.3284797844,13.494070815,15.7262413008,15.1742680188,13.9596871867,14.7158702429,14.2025150727,19.3643129982,15.46335907,14.8871384129,14.8786515415,15.9190768134,35.4452903781,16.2072874424,13.7559270533,14.0522233109,14.5943667003,14.4087481873,14.3212925028,14.2978977128
Il21,14.6081670774,13.0265645546,13.3293778225,14.4875051553,22.8367025891,15.758727182,17.5413890944,15.1195538315,16.4405458808,12.7805856748,12.8632832275,13.3144756416,21.6720670898,335.6696367296,13.6290852631,1453.8167554585,376.5041557714,2988.5578733508,23.8527016848,13.1713814863,13.0057671416,12.4532168027,13.5481768056,13.9679587381,14.1435400951
Khdc1a,10.8085736367,12.961209107,11.2076587779,13.6184238842,12.4668808645,13.3770250811,16.1517453929,11.2109008146,10.2324894412,11.8698159325,14.3975595439,12.0485894879,29.2609632704,23.4286622716,12.4405029582,11.9987522205,13.0318297487,12.0587026154,10.6532604353,19.2052335707,15.7793730998,354.4175515688,119.6194085295,18.9321699865,16.8848257199
BC030307,12.627313671,12.9459849955,11.7027351322,11.5103647576,12.5237513561,83.1280561456,16.1769723019,14.4515970816,14.2893917289,12.6683362818,12.1028238666,12.4802893001,13.5553243231,14.9741757564,15.4012030783,12.262888995,13.670944281,13.8176369431,14.2656190911,13.8764481629,12.2005597397,12.1692020151,11.4776008564,11.8450683294,11.4539388996
1110032F04Rik,12.4753304674,12.884441919,18.9563514492,11.7559102888,15.2893854302,13.5243606742,388.1955773912,28.3222030159,46.6324530802,11.712094247,18.8123135839,12.4848656491,375.5877018253,23.8119042161,165.6432339419,44.2194103024,404.1178758391,102.4426221691,17.1516650725,10.84363967,14.5359724216,12.9115765269,31.7245067465,31.564524527,15.0446491094
Cd200r3,936.2615629942,12.7261647288,154.9471838265,17.4271530785,12.1728316371,11.3646486248,11.658321151,11.9049416983,11.1793668375,11.898598967,12.2426243521,12.0955983703,11.8897511412,12.7035153407,17.3653404187,12.3204174272,11.4632973358,12.9732484505,137.6552058073,11.2439774146,11.6470920368,11.7921856005,11.6863026918,14.3675942614,18.0508147854
Ambn,14.1539835903,12.7260784299,13.3787327536,12.1087031206,16.620576679,16.2689680844,13.6193047829,14.3022335269,13.2625550597,17.5881206251,16.4567282536,17.0396466294,14.6489617825,15.5235987756,13.6331725618,14.0938355666,13.9830931914,14.0096358851,113.5007267484,12.5138838992,13.7957741606,13.5290065012,13.5209676906,13.1466599783,13.1403532515
Il6,2266.7642007318,12.6792279359,1981.8222904399,21.2980447942,11.6370168496,14.4971454814,11.9159427857,9.658392376,9.6978146042,11.5511935818,1316.8491815308,10.9014809233,12.0256426727,10.1875173544,9.8447758417,18.6452993886,13.9529353445,12.6316590995,14.7379640228,9.9796048898,10.9408077398,11.2906010393,10.5729515706,9324.3829534429,102.3770925427
Ahrr,418.4804648968,12.5219741591,85.0130236616,16.4276332027,15.8294473996,23.5463149088,17.6303778129,15.2146033828,16.732167957,275.7169537794,192.5254884419,507.6259852464,18.437655343,13.5774959442,15.5716004484,14.0753694582,27.4839752083,35.1564773207,36.5029158379,20.5097314113,178.9120077282,12.9125907935,145.4709208685,311.0157023487,543.7605083051
Klra8,15.9792654041,12.5172227091,11.3310793555,12.0367830505,12.2005593987,10.1292194064,18.1913491413,11.9018840396,256.8079016896,11.1443904778,12.5859532547,11.6848664769,13.2664305906,20.9021497354,12.0477802863,11.4091135003,12.0703984258,11.6292061821,11.4866055403,27.6161541174,11.7820429091,10361.5589570364,5190.1901045804,11.3423964696,11.3797607905
2010106E10Rik,12.4357146753,12.4067278395,12.7998096651,13.7553382971,11.4272739247,12.8348265998,13.5544249174,14.8323777206,14.312404731,11.4318778287,10.7434582675,11.1161579871,12.2074400858,11.5025072724,12.6808129634,13.0768757423,10.2331204501,12.9763307758,14.3671839274,11.145405935,255.6631579987,12.3300013167,12.274276865,10.8990856488,11.0527057053
Htra4,13.1385324969,12.1006328041,12.2835207355,12.9069846781,13.0182258241,12.1529415961,14.0318923205,12.8634798767,12.3336055196,17.6597257048,24.0656018555,16.1060769953,12.8855169242,14.4120180854,12.925306578,12.8456418297,13.6698951287,12.7448493572,12.8789064739,11.350285247,12.0719647567,13.080804631,14.3220637091,1004.3505151648,15.5556328829
Serpinb7,10.9746792172,12.0205127264,11.0016253999,20.4257710394,52.5900261168,97.9003384795,10.3090019106,10.4463179707,10.4440692616,10.937131713,10.2010256419,10.8379493028,12.5928105817,11.6177774325,11.5397414343,10.7037499964,11.8825761716,9.8437948359,10.2576617212,12.9931616957,13.4420354799,12.9974832951,13.9441424094,40.0161101215,13.8670453696
Sh2d1a,13.6507787578,11.945279699,9.4823835868,11.6465916073,12.2209609908,11.1614377424,1584.5327363097,688.1209227855,1727.4651448673,11.5309244847,11.8093784347,10.7307921416,476.7241179651,492.0686327159,929.4318358337,3977.428243483,280.2120265088,1388.045318559,235.8046414091,9.2535479435,14.3420757426,649.751665946,567.6190871354,9.644326611,9.7421534007
Slc15a1,13.8855380211,11.8802838003,12.5795837402,18.9090316705,12.7318318753,13.4515409219,12.7356955723,12.0096673955,12.3015806671,14.4288943495,11.2244318686,13.3237166762,13.1288922773,12.3820896838,17.8438104976,13.1684671121,16.2399234051,33.2683418068,13.7595300051,12.2600942282,69.3847392998,12.5712482044,13.4596834797,12.727688658,13.8630939398
A430108G06Rik,14.283951713,11.7668755762,19.8759194739,12.6852442732,13.2101119552,14.0355141117,13.167297934,12.7875221187,13.1355610744,64.7217417262,16.2227947763,35.2114440134,12.0126123478,10.5231245068,13.2099329669,12.9980775689,13.6604931327,12.7705511047,13.5082424102,11.6499852535,13.1872966727,11.4835954391,10.5793902079,13.5215488593,14.556651193
Klrb1b,10.8999037752,11.7058546799,21.7196319697,12.3656945231,12.0497928934,11.1757749461,11.5728051104,10.6101320153,10.7431864972,11.409394201,11.9814797648,11.712242895,14.6523626567,12.1968404583,11.1654231525,11.35296378,11.0363874828,10.6300281135,11.4059292703,11.2477225797,11.4456160568,223.3861246037,262.4984923118,22.2513120892,27.9531636234
1700061F12Rik,11.6035672862,11.4267388219,10.4681482131,12.4685884084,10.4980508494,11.260686018,10.8642365871,10.7328062896,9.9633521373,9.8476218325,10.826078443,10.5182098771,10.9091311346,12.2819922569,9.7962899794,10.6362875886,10.3327712969,9.7789472289,398.476786749,10.7083608891,11.0777642096,11.0384018771,10.8045743774,10.6262300836,10.8217424968
Sval1,12.8250875605,11.3006194499,11.3552813234,11.9259022534,13.0085681262,11.8436814124,14.4865371412,12.6393905028,11.7885075866,10.9324289737,12.1226133471,11.8566313967,11.1880592282,10.671995802,10.6825894674,12.1875548851,11.2762651828,12.9922198647,382.6119952347,11.436419215,11.8621919202,11.952341226,11.1105028205,11.5520430593,11.2430153703
Otop1,197.1942118595,11.2551056652,12.4532350559,11.9624861953,12.6222793863,12.1721173528,11.7940780104,13.0441145466,12.6078343343,11.2339964446,12.0932146208,11.586509101,11.7282443654,12.1465465221,13.1820080259,13.4287831749,13.6822855487,11.2341720705,12.4605311541,12.531841304,13.0109698517,12.6831815639,13.1694106035,12.8555748344,12.1572118908
Dmrta1,11.3582592619,11.0840113711,11.7545215084,11.5042587768,11.5421857984,10.5727762478,11.3290165209,37.083011561,531.9704895472,11.5185957021,12.4345948288,10.9405305337,10.0847304845,13.2948367568,11.9824925403,10.7234336627,10.9253977033,11.1541332879,10.0109881209,10.2984555832,10.806927121,42.4386103295,28.214293712,10.4081955757,10.6027596355
Gpr174,300.971446761,10.7603879488,22.825983316,292.30036357,351.190603216,36.9992959259,230.8387074788,319.1822702872,443.5778904949,11.800645191,11.716147448,11.6703463446,150.6531449638,267.6298455783,279.6733864609,360.6613893659,171.7859043827,248.7964819507,250.4825115207,8.3162995461,25.5253425538,527.7939846442,301.5252138589,9.866990156,10.2446609568
Hsf2,13.8959288394,10.5043520316,12.9597954311,12.5447944338,15.3085070694,13.1243210761,222.2060536627,29.6372891661,13.7553644783,62.3556681113,58.9706196908,39.4292037429,32.9642021673,11.0715237158,41.1753827803,26.1000865657,10.8359606907,12.2021380983,11.1205211107,9.3563689836,16.6973333804,10.655033775,11.0266558299,59.3192947993,29.1266647578
Rgs13,380.003573859,10.4929606347,10.5015339302,46.2915991622,19.9183368344,10.5962737488,9.9804527308,10.6860436436,10.149096095,9.9959944719,10.4165284255,9.6896425716,9.8315230326,9.9899708963,10.2914438649,10.3978195196,10.9925972741,9.8030663059,9.690576453,9.6483504114,10.686437455,10.2738629167,9.3758018221,10.154599621,10.0784939039
5430437J10Rik,11.0589074455,10.4640073012,10.9385494063,9.8915072047,10.0608501564,10.4700584821,9.6158949859,10.2941997113,9.5545248148,20.4179745892,25.51159988,13.6801233854,10.4270655218,10.0033514395,9.6192886556,9.7909537381,10.6059912243,10.2291926529,10.2082600054,217.4017259017,12.6231746481,10.5113547633,10.0912013717,301.2573135388,227.5305044451
Klra1,8.9364924668,10.2756222583,9.8138559319,9.6151868361,12.6925641212,9.5864018702,186.9522942484,10.363292418,342.4389560827,8.3932316432,9.8639690694,9.4440589935,10.1548030753,11.867529852,8.9644717964,9.7797657108,11.7808594873,9.4991016338,8.8167038796,8.6109917334,18.8200014949,1365.0201695703,1263.0086437002,8.6033647073,9.1818655093
Gzmc,89.9911356208,10.2514424729,23.4490723658,9.9819113905,11.2657600198,11.5986150202,743.7590183636,11.9374072773,11.6733286924,11.190252628,12.0663665191,12.3006666006,25.9046778784,15.9839144614,17.544404422,17.9476721124,1880.2601384317,23.1223538675,573.2299527801,10.2337318146,120.0232073079,32.6517806743,372.9352750097,11.5168783974,11.8613508054
Tcrg-V4,10.2645266433,9.9155199618,9.7064307193,10.769464549,10.3307143237,8.8422960765,11.5338365075,9.3797257591,25.172295224,8.8949735216,9.3474011291,9.2233124015,9.975846967,10.0617613495,9.6391349841,9.123710958,57.2514367117,19.0427374885,17.2165624083,9.1138227829,979.7327504155,10.6211906572,10.3767219396,9.095400648,9.2928474688
Cxcl3,9.417251417,9.8755354127,646.1521522621,10.3350236198,12.6339459007,10.3679121769,9.1487131496,10.2922603311,9.5469825516,17.495882268,21.6864569996,14.725196203,11.3877290169,11.7787585121,10.3680053147,28.2334536033,9.9009524751,85.7736645818,55.9888127274,7.8184446374,9.1493126236,10.4926047758,10.2027941471,6375.5229116239,2425.2003990389
Gzme,132.0692216011,9.8184553292,9.50473889,9.7648081456,10.0998592707,9.7485458096,30.5229274626,9.3940870977,9.4445917357,9.165501643,10.7834842651,9.1693480072,10.1478637167,9.4480467056,10.3340471484,9.6736722083,186.5764157405,10.5498521178,324.3659692018,9.5565943092,10.4508474105,10.4177709739,10.5541729516,10.3062075362,9.6269822382
BC061194,9.5376560806,9.6561070811,10.2971621625,10.1129549801,12.86509519,56.7341128172,9.5624769625,9.1207131662,10.1269576929,8.5920317532,10.1162606544,8.9390173789,9.2517736257,10.163310222,8.8756152161,9.3228867403,9.4863516996,9.3260161411,9.3487545924,9.4076209659,8.9243307658,9.7052493787,9.9409423771,9.0855842156,8.9305872639
A530021J07Rik,9.2448860614,9.2902614169,9.4375499299,10.2172614601,10.240588935,9.5435333195,9.1998359771,21.4117584449,10.7507741158,9.1951201902,9.0852984004,9.0460627949,9.9955072787,10.0666358234,120.4467979577,10.5957118594,8.9234394284,10.3053760478,9.1584549237,8.9588737088,8.6271708484,9.2084267028,9.0567981155,8.9968119384,9.0977204076
Gzmd,343.157139359,8.8947284636,8.8871348769,9.9245596412,10.0767345397,9.3224791832,36.8747124072,8.6973050732,8.5213140713,8.8267458646,8.7695076159,9.3138791675,9.2516923664,9.2148220539,9.1549847949,9.1964835518,399.2976072069,9.3907245423,793.3258946818,8.8453305557,9.9958628688,9.0546495024,8.9056151708,10.3367220583,10.1503820759
