Probe	"Mix A (0% Jurkat, 0% tumor)"	"Mix B (0% Jurkat, 0% tumor)"	"Mix C (0% Jurkat, 0% tumor)"	"Mix D (0% Jurkat, 0% tumor)"	"Mix E (0% Jurkat, 0% tumor)"	"Mix A (0.5% Jurkat, 0% tumor)"	"Mix B (0.5% Jurkat, 0% tumor)"	"Mix C (0.5% Jurkat, 0% tumor)"	"Mix D (0.5% Jurkat, 0% tumor)"	"Mix E (0.5% Jurkat, 0% tumor)"	"Mix A (0.75% Jurkat, 0% tumor)"	"Mix B (0.75% Jurkat, 0% tumor)"	"Mix C (0.75% Jurkat, 0% tumor)"	"Mix D (0.75% Jurkat, 0% tumor)"	"Mix E (0.75% Jurkat, 0% tumor)"	"Mix A (1% Jurkat, 0% tumor)"	"Mix B (1% Jurkat, 0% tumor)"	"Mix C (1% Jurkat, 0% tumor)"	"Mix D (1% Jurkat, 0% tumor)"	"Mix E (1% Jurkat, 0% tumor)"	"Mix A (2.5% Jurkat, 0% tumor)"	"Mix B (2.5% Jurkat, 0% tumor)"	"Mix C (2.5% Jurkat, 0% tumor)"	"Mix D (2.5% Jurkat, 0% tumor)"	"Mix E (2.5% Jurkat, 0% tumor)"	"Mix A (5% Jurkat, 0% tumor)"	"Mix B (5% Jurkat, 0% tumor)"	"Mix C (5% Jurkat, 0% tumor)"	"Mix D (5% Jurkat, 0% tumor)"	"Mix E (5% Jurkat, 0% tumor)"	"Mix A (7.5% Jurkat, 0% tumor)"	"Mix B (7.5% Jurkat, 0% tumor)"	"Mix C (7.5% Jurkat, 0% tumor)"	"Mix D (7.5% Jurkat, 0% tumor)"	"Mix E (7.5% Jurkat, 0% tumor)"	"Mix A (10% Jurkat, 0% tumor)"	"Mix B (10% Jurkat, 0% tumor)"	"Mix C (10% Jurkat, 0% tumor)"	"Mix D (10% Jurkat, 0% tumor)"	"Mix E (10% Jurkat, 0% tumor)"	"Mix A (0% Jurkat, 30% tumor)"	"Mix B (0% Jurkat, 30% tumor)"	"Mix C (0% Jurkat, 30% tumor)"	"Mix D (0% Jurkat, 30% tumor)"	"Mix E (0% Jurkat, 30% tumor)"	"Mix A (0.5% Jurkat, 30% tumor)"	"Mix B (0.5% Jurkat, 30% tumor)"	"Mix C (0.5% Jurkat, 30% tumor)"	"Mix D (0.5% Jurkat, 30% tumor)"	"Mix E (0.5% Jurkat, 30% tumor)"	"Mix A (0.75% Jurkat, 30% tumor)"	"Mix B (0.75% Jurkat, 30% tumor)"	"Mix C (0.75% Jurkat, 30% tumor)"	"Mix D (0.75% Jurkat, 30% tumor)"	"Mix E (0.75% Jurkat, 30% tumor)"	"Mix A (1% Jurkat, 30% tumor)"	"Mix B (1% Jurkat, 30% tumor)"	"Mix C (1% Jurkat, 30% tumor)"	"Mix D (1% Jurkat, 30% tumor)"	"Mix E (1% Jurkat, 30% tumor)"	"Mix A (2.5% Jurkat, 30% tumor)"	"Mix B (2.5% Jurkat, 30% tumor)"	"Mix C (2.5% Jurkat, 30% tumor)"	"Mix D (2.5% Jurkat, 30% tumor)"	"Mix E (2.5% Jurkat, 30% tumor)"	"Mix A (5% Jurkat, 30% tumor)"	"Mix B (5% Jurkat, 30% tumor)"	"Mix C (5% Jurkat, 30% tumor)"	"Mix D (5% Jurkat, 30% tumor)"	"Mix E (5% Jurkat, 30% tumor)"	"Mix A (7.5% Jurkat, 30% tumor)"	"Mix B (7.5% Jurkat, 30% tumor)"	"Mix C (7.5% Jurkat, 30% tumor)"	"Mix D (7.5% Jurkat, 30% tumor)"	"Mix E (7.5% Jurkat, 30% tumor)"	"Mix A (10% Jurkat, 30% tumor)"	"Mix B (10% Jurkat, 30% tumor)"	"Mix C (10% Jurkat, 30% tumor)"	"Mix D (10% Jurkat, 30% tumor)"	"Mix E (10% Jurkat, 30% tumor)"	"Mix A (0% Jurkat, 60% tumor)"	"Mix B (0% Jurkat, 60% tumor)"	"Mix C (0% Jurkat, 60% tumor)"	"Mix D (0% Jurkat, 60% tumor)"	"Mix E (0% Jurkat, 60% tumor)"	"Mix A (0.5% Jurkat, 60% tumor)"	"Mix B (0.5% Jurkat, 60% tumor)"	"Mix C (0.5% Jurkat, 60% tumor)"	"Mix D (0.5% Jurkat, 60% tumor)"	"Mix E (0.5% Jurkat, 60% tumor)"	"Mix A (0.75% Jurkat, 60% tumor)"	"Mix B (0.75% Jurkat, 60% tumor)"	"Mix C (0.75% Jurkat, 60% tumor)"	"Mix D (0.75% Jurkat, 60% tumor)"	"Mix E (0.75% Jurkat, 60% tumor)"	"Mix A (1% Jurkat, 60% tumor)"	"Mix B (1% Jurkat, 60% tumor)"	"Mix C (1% Jurkat, 60% tumor)"	"Mix D (1% Jurkat, 60% tumor)"	"Mix E (1% Jurkat, 60% tumor)"	"Mix A (2.5% Jurkat, 60% tumor)"	"Mix B (2.5% Jurkat, 60% tumor)"	"Mix C (2.5% Jurkat, 60% tumor)"	"Mix D (2.5% Jurkat, 60% tumor)"	"Mix E (2.5% Jurkat, 60% tumor)"	"Mix A (5% Jurkat, 60% tumor)"	"Mix B (5% Jurkat, 60% tumor)"	"Mix C (5% Jurkat, 60% tumor)"	"Mix D (5% Jurkat, 60% tumor)"	"Mix E (5% Jurkat, 60% tumor)"	"Mix A (7.5% Jurkat, 60% tumor)"	"Mix B (7.5% Jurkat, 60% tumor)"	"Mix C (7.5% Jurkat, 60% tumor)"	"Mix D (7.5% Jurkat, 60% tumor)"	"Mix E (7.5% Jurkat, 60% tumor)"	"Mix A (10% Jurkat, 60% tumor)"	"Mix B (10% Jurkat, 60% tumor)"	"Mix C (10% Jurkat, 60% tumor)"	"Mix D (10% Jurkat, 60% tumor)"	"Mix E (10% Jurkat, 60% tumor)"	"Mix A (0% Jurkat, 90% tumor)"	"Mix B (0% Jurkat, 90% tumor)"	"Mix C (0% Jurkat, 90% tumor)"	"Mix D (0% Jurkat, 90% tumor)"	"Mix E (0% Jurkat, 90% tumor)"	"Mix A (0.5% Jurkat, 90% tumor)"	"Mix B (0.5% Jurkat, 90% tumor)"	"Mix C (0.5% Jurkat, 90% tumor)"	"Mix D (0.5% Jurkat, 90% tumor)"	"Mix E (0.5% Jurkat, 90% tumor)"	"Mix A (0.75% Jurkat, 90% tumor)"	"Mix B (0.75% Jurkat, 90% tumor)"	"Mix C (0.75% Jurkat, 90% tumor)"	"Mix D (0.75% Jurkat, 90% tumor)"	"Mix E (0.75% Jurkat, 90% tumor)"	"Mix A (1% Jurkat, 90% tumor)"	"Mix B (1% Jurkat, 90% tumor)"	"Mix C (1% Jurkat, 90% tumor)"	"Mix D (1% Jurkat, 90% tumor)"	"Mix E (1% Jurkat, 90% tumor)"	"Mix A (2.5% Jurkat, 90% tumor)"	"Mix B (2.5% Jurkat, 90% tumor)"	"Mix C (2.5% Jurkat, 90% tumor)"	"Mix D (2.5% Jurkat, 90% tumor)"	"Mix E (2.5% Jurkat, 90% tumor)"	"Mix A (5% Jurkat, 90% tumor)"	"Mix B (5% Jurkat, 90% tumor)"	"Mix C (5% Jurkat, 90% tumor)"	"Mix D (5% Jurkat, 90% tumor)"	"Mix E (5% Jurkat, 90% tumor)"	"Mix A (7.5% Jurkat, 90% tumor)"	"Mix B (7.5% Jurkat, 90% tumor)"	"Mix C (7.5% Jurkat, 90% tumor)"	"Mix D (7.5% Jurkat, 90% tumor)"	"Mix E (7.5% Jurkat, 90% tumor)"	"Mix A (10% Jurkat, 90% tumor)"	"Mix B (10% Jurkat, 90% tumor)"	"Mix C (10% Jurkat, 90% tumor)"	"Mix D (10% Jurkat, 90% tumor)"	"Mix E (10% Jurkat, 90% tumor)"
205861_at	2025.829477	5456.383817	2397.528401	3501.956102	686.6712081	2016.272941	5429.674509	2386.113371	3485.018933	683.8104635	2011.494673	5416.319855	2380.405855	3476.550348	682.3800912	2006.716405	5402.965202	2374.69834	3468.081764	680.9497189	1978.046798	5322.837279	2340.453248	3417.270257	672.3674852	1930.264118	5189.290741	2283.378096	3332.584411	658.0637622	1882.481438	5055.744202	2226.302943	3247.898566	643.7600393	1834.698759	4922.197664	2169.22779	3163.212721	629.4563164	1441.444852	3842.832889	1701.634098	2474.733489	504.0340634	1434.755277	3824.136374	1693.643577	2462.877471	502.0315422	1431.410489	3814.788116	1689.648316	2456.949462	501.0302816	1428.065702	3805.439859	1685.653056	2451.021452	500.029021	1407.996976	3749.350313	1661.681492	2415.453397	494.0214573	1374.5491	3655.867736	1621.728885	2356.173306	484.0088513	1341.101225	3562.385159	1581.776278	2296.893214	473.9962452	1307.653349	3468.902583	1541.823671	2237.613122	463.9836391	857.0602263	2229.281962	1005.739796	1447.510876	321.3969186	853.2376119	2218.598239	1001.173784	1440.736009	320.2526208	851.3263048	2213.256378	998.8907775	1437.348575	319.6804719	849.4149976	2207.914516	996.6077714	1433.961141	319.108323	837.9471545	2175.863347	982.9097347	1413.636538	315.6754295	818.8340826	2122.444732	960.0796736	1379.7622	309.9539403	799.7210107	2069.026116	937.2496125	1345.887862	304.2324511	780.6079388	2015.607501	914.4195514	1312.013524	298.5109619	272.6756008	615.7310348	309.8454932	420.2882633	138.7597739	271.7199472	613.060104	308.7039902	418.5945464	138.4736995	271.2421204	611.7246386	308.1332386	417.7476879	138.3306622	270.7642936	610.3891733	307.5624871	416.9008295	138.187625	267.8973329	602.376381	304.1379779	411.8196788	137.3294016	263.1190649	589.0217272	298.4304627	403.3510942	135.8990293	258.3407969	575.6670733	292.7229474	394.8825097	134.468657	253.562529	562.3124195	287.0154321	386.4139252	133.0382847
205890_s_at	3160.64785	919.3939295	978.3946536	1737.943042	1515.059868	3144.896146	914.8484946	973.5542151	1729.304862	1507.536103	3137.020294	912.5757772	971.1339959	1724.985772	1503.774221	3129.144441	910.3030598	968.7137767	1720.666681	1500.012339	3081.889328	896.6667552	954.1924612	1694.75214	1477.441045	3003.130806	873.9395809	929.9902688	1651.561238	1439.822222	2924.372283	851.2124066	905.7880765	1608.370336	1402.2034	2845.613761	828.4852324	881.5858841	1565.179434	1364.584577	2214.604414	645.7266694	687.0271763	1218.711048	1062.692826	2203.578221	642.544865	683.6388694	1212.664322	1057.426191	2198.065124	640.9539628	681.9447159	1209.640959	1054.792873	2192.552028	639.3630606	680.2505624	1206.617596	1052.159556	2159.473448	629.8176474	670.0856416	1188.477417	1036.35965	2104.342483	613.9086254	653.144107	1158.243785	1010.026474	2049.211517	597.9996034	636.2025723	1128.010154	983.6932984	1994.080552	582.0905814	619.2610376	1097.776522	957.3601225	1268.560978	372.0594093	395.659699	699.4790545	610.3257846	1262.260296	370.2412354	393.7235236	696.0237823	607.3162788	1259.109955	369.3321484	392.7554359	694.2961462	605.8115259	1255.959614	368.4230615	391.7873482	692.5685101	604.306773	1237.057569	362.9685396	385.978822	682.2026936	595.2782555	1205.55416	353.8776699	376.2979451	664.9263328	580.2307264	1174.050751	344.7868002	366.6170681	647.6499719	565.1831973	1142.547342	335.6959305	356.9361912	630.3736111	550.1356682	322.5175414	98.39214926	104.2922217	180.2470605	157.9587431	320.9423709	97.93760578	103.8081778	179.3832425	157.2063666	320.1547857	97.71033403	103.5661559	178.9513335	156.8301784	319.3672005	97.48306229	103.324134	178.5194245	156.4539902	314.6416891	96.11943183	101.8720024	175.9279703	154.1968608	306.7658369	93.84671441	99.4517832	171.6088801	150.4349785	298.8899847	91.57399698	97.03156396	167.2897899	146.6730963	291.0141324	89.30127955	94.61134472	162.9706997	142.911214
205902_at	180.1176396	537.6947189	216.7741108	333.4856348	37.82103568	179.2530164	535.0422102	215.7262052	331.8541715	37.66789542	178.8207047	533.7159559	215.2022524	331.0384399	37.59132529	178.3883931	532.3897015	214.6782995	330.2227083	37.51475516	175.7945232	524.4321755	211.5345826	325.3283185	37.05533439	171.4714069	511.1696321	206.2950545	317.1710023	36.2896331	167.1482905	497.9070888	201.0555263	309.013686	35.52393181	162.8251741	484.6445454	195.8159981	300.8563697	34.75823052	137.8336998	388.1376552	163.4932296	245.1912964	38.22607698	137.2284635	386.2808992	162.7596956	244.0492721	38.1188788	136.9258453	385.3525211	162.3929287	243.4782599	38.06527971	136.6232272	384.4241431	162.0261617	242.9072478	38.01168062	134.8075183	378.8538749	159.8255599	239.481175	37.69008608	131.7813368	369.5700945	156.1578901	233.7710536	37.15409518	128.7551553	360.2863141	152.4902204	228.0609322	36.61810428	125.7289739	351.0025338	148.8225507	222.3508108	36.08211337	95.54975987	238.5805916	110.2123483	156.8969579	38.63111829	95.20391056	237.5195881	109.7931861	156.2443726	38.56986219	95.0309859	236.9890864	109.583605	155.91808	38.53923413	94.85806125	236.4585846	109.3740238	155.5917873	38.50860608	93.82051331	233.2755742	108.1165371	153.6340314	38.32483777	92.09126676	227.9705569	106.0207258	150.3711049	38.01855726	90.3620202	222.6655395	103.9249145	147.1081784	37.71227674	88.63277365	217.3605222	101.8291033	143.8452519	37.40599623	53.26581999	89.02352791	56.93146711	68.60261951	39.03615959	53.17935766	88.75827705	56.82667654	68.43947318	39.02084557	53.1361265	88.62565161	56.77428126	68.35790002	39.01318856	53.09289533	88.49302618	56.72188598	68.27632686	39.00553154	52.83350835	87.69727358	56.40751429	67.78688788	38.95958947	52.40119671	86.37101924	55.88356147	66.97115625	38.88301934	51.96888507	85.0447649	55.35960866	66.15542463	38.80644921	51.53657343	83.71851057	54.83565584	65.339693	38.72987908
205903_s_at	351.6930875	1061.083935	425.7146836	656.2642316	71.08217951	349.9644853	1055.808378	423.6159734	653.0127736	70.75663181	349.1001842	1053.1706	422.5666183	651.3870447	70.59385796	348.2358831	1050.532822	421.5172632	649.7613157	70.43108411	343.0500763	1034.706152	415.2211325	640.0069418	69.45444101	334.4070651	1008.32837	404.7275814	623.749652	67.82670251	325.7640539	981.9505876	394.2340303	607.4923622	66.19896401	317.1210427	955.5728052	383.7404792	591.2350724	64.57122551	260.2433633	756.8169563	312.0584805	473.4431641	63.81572765	259.0333417	753.1240667	310.5893834	471.1671435	63.58784426	258.4283309	751.277622	309.8548348	470.0291332	63.47390256	257.8233201	749.4311772	309.1202862	468.891123	63.35996087	254.1932554	738.3525086	304.7129947	462.0630612	62.6763107	248.1431476	719.8880609	297.367509	450.6829584	61.53689375	242.0930398	701.4236133	290.0220232	439.3028555	60.3974768	236.0429319	682.9591656	282.6765374	427.9227527	59.25805985	168.793639	452.5499779	198.4022774	290.6220966	56.54927578	168.1021981	450.4397553	197.5627933	289.3215134	56.4190567	167.7564777	449.384644	197.1430513	288.6712218	56.35394716	167.4107572	448.3295327	196.7233092	288.0209302	56.28883762	165.3364345	441.9988649	194.204857	284.1191807	55.89818038	161.87923	431.447752	190.0074365	277.6162648	55.24708498	158.4220256	420.896639	185.8100161	271.1133489	54.59598959	154.9648211	410.3455261	181.6125957	264.6104329	53.94489419	77.34391473	148.2829994	84.74607433	107.8010291	49.28282392	77.1710545	147.7554438	84.53620331	107.4758833	49.25026915	77.08462439	147.491666	84.4312678	107.3133104	49.23399177	76.99819428	147.2278881	84.32633229	107.1507375	49.21771438	76.47961361	145.6452212	83.69671922	106.1753002	49.12005007	75.61531249	143.007443	82.64736411	104.5495712	48.95727622	74.75101137	140.3696647	81.598009	102.9238422	48.79450237	73.88671025	137.7318865	80.54865389	101.2981132	48.63172852
205922_at	341.4082256	727.273328	312.688926	490.7743844	99.12253209	339.7337511	723.669528	311.158048	488.3530791	98.65948607	338.8965139	721.867628	310.392609	487.1424265	98.42796306	338.0592766	720.065728	309.62717	485.9317739	98.19644005	333.0358532	709.254328	305.034536	478.667858	96.807302	324.6634807	691.235328	297.3801461	466.5613316	94.49207192	316.2911083	673.216328	289.7257562	454.4548052	92.17684183	307.9187359	655.197328	282.0713662	442.3482788	89.86161175	242.8009503	512.906522	222.6974406	347.3572615	73.20096486	241.6288182	510.383862	221.625826	345.6623478	72.87683264	241.0427521	509.122532	221.0900187	344.8148909	72.71476654	240.456686	507.861202	220.5542114	343.9674341	72.55270043	236.9402896	500.293222	217.3393676	338.882693	71.5803038	231.0796289	487.679922	211.9812947	330.4081245	69.95964274	225.2189682	475.066622	206.6232217	321.9335561	68.33898168	219.3583075	462.453322	201.2651487	313.4589876	66.71832062	144.193675	298.539716	132.7059552	203.9401386	47.27939762	143.5238852	297.098196	132.093604	202.9716164	47.09417922	143.1889903	296.377436	131.7874284	202.4873554	47.00157001	142.8540954	295.656676	131.4812528	202.0030943	46.90896081	140.8447261	291.332116	129.6441992	199.097528	46.35330559	137.4957771	284.124516	126.5824432	194.2549174	45.42721356	134.1468281	276.916916	123.5206873	189.4123069	44.50112152	130.7978791	269.709316	120.4589313	184.5696963	43.57502949	45.58639974	84.17290998	42.71446978	60.52301562	21.35783039	45.41895229	83.81252998	42.56138198	60.2808851	21.31152579	45.33522857	83.63233998	42.48483808	60.15981983	21.28837349	45.25150485	83.45214998	42.40829418	60.03875457	21.26522119	44.7491625	82.37100998	41.94903079	59.31236299	21.12630738	43.91192526	80.56910998	41.18359179	58.10171035	20.89478438	43.07468802	78.76720999	40.4181528	56.89105771	20.66326137	42.23745077	76.96530999	39.65271381	55.68040507	20.43173836
205945_at	1099.636872	1437.867169	3697.665014	1850.475683	4296.409122	1094.1897	1430.728846	3679.227702	1841.274317	4274.978089	1091.466115	1427.159684	3670.009045	1836.673634	4264.262572	1088.742529	1423.590523	3660.790389	1832.072951	4253.547056	1072.401013	1402.175553	3605.478452	1804.468853	4189.253956	1045.165154	1366.483936	3513.291889	1758.462024	4082.098791	1017.929295	1330.79232	3421.105326	1712.455195	3974.943626	990.6934359	1295.100703	3328.918764	1666.448365	3867.78846	815.4524164	1052.213624	2634.072116	1341.039584	3053.192991	811.6393961	1047.216798	2621.165997	1334.598628	3038.191268	809.732886	1044.718385	2614.712938	1331.378149	3030.690406	807.8263758	1042.219972	2608.259878	1328.157671	3023.189545	796.387315	1027.229493	2569.541522	1308.834803	2978.184375	777.3222136	1002.245361	2505.010928	1276.630023	2903.17576	758.2571123	977.2612294	2440.480334	1244.425242	2828.167144	739.1920109	952.2770979	2375.94974	1212.220461	2753.158528	531.2679605	666.5600792	1570.479217	831.6034846	1809.97686	529.0890918	663.7047499	1563.104292	827.9229383	1801.404447	527.9996574	662.2770852	1559.41683	826.0826651	1797.11824	526.910223	660.8494206	1555.729367	824.2423919	1792.832034	520.3736168	652.2834326	1533.604592	813.2007529	1767.114794	509.4792732	638.006786	1496.729967	794.7980211	1724.252728	498.5849295	623.7301394	1459.855342	776.3952894	1681.390662	487.6905859	609.4534927	1422.980717	757.9925576	1638.528596	247.0835046	280.9065342	506.8863188	322.1673856	566.7607295	246.5387874	280.1927019	505.0425875	321.247249	564.6176262	246.2664288	279.8357857	504.1207219	320.7871807	563.5460745	245.9940702	279.4788696	503.1988563	320.3271124	562.4745229	244.3599187	277.3373726	497.6676625	317.5667027	556.045213	241.6363327	273.7682109	488.4490062	312.9660197	545.3296964	238.9127468	270.1990493	479.23035	308.3653368	534.6141799	236.1891609	266.6298876	470.0116937	303.7646538	523.8986634
205997_at	84.6443658	245.5616404	100.5674413	153.5277809	19.86304688	84.26210691	244.3747952	100.1055671	152.8011049	19.80469459	84.07097747	243.7813726	99.87462992	152.437767	19.77551845	83.87984803	243.1879499	99.64369279	152.074429	19.74634231	82.73307138	239.6274142	98.25807001	149.8944011	19.57128544	80.82177697	233.6931879	95.94869871	146.2610213	19.279524	78.91048256	227.7589616	93.63932741	142.6276415	18.98776256	76.99918814	221.8247353	91.32995611	138.9942617	18.69600112	65.14306129	177.7851535	76.28921415	113.3614519	19.79613805	64.87548007	176.9543619	75.96590217	112.8527787	19.75529144	64.74168946	176.538966	75.80424617	112.5984421	19.73486814	64.60789885	176.1235702	75.64259018	112.3441055	19.71444484	63.8051552	173.6311951	74.67265424	110.818086	19.59190504	62.46724911	169.4772367	73.05609433	108.2747202	19.38767203	61.12934302	165.3232783	71.43953442	105.7313543	19.18343902	59.79143693	161.1693199	69.8229745	103.1879884	18.97920601	45.64175677	110.0086666	52.01098698	73.19512282	19.72922921	45.48885322	109.5339285	51.82623728	72.90445243	19.70588829	45.41240145	109.2965595	51.73386243	72.75911724	19.69421784	45.33594967	109.0591904	51.64148757	72.61378205	19.68254738	44.87723901	107.6349761	51.08723846	71.7417709	19.61252463	44.11272124	105.2612856	50.16348994	70.28841899	19.49582006	43.34820348	102.8875951	49.23974142	68.83506707	19.37911548	42.58368571	100.5139046	48.3159929	67.38171515	19.2624109	26.14045226	42.23217973	27.73275981	33.02879377	19.66232037	26.10222638	42.1134952	27.68657239	32.95612618	19.65648514	26.08311343	42.05415294	27.66347868	32.91979238	19.65356753	26.06400049	41.99481068	27.64038496	32.88345858	19.65064991	25.94932282	41.6387571	27.50182268	32.66545579	19.63314423	25.75819338	41.04533447	27.27088555	32.30211782	19.60396808	25.56706394	40.45191184	27.03994842	31.93877984	19.57479194	25.3759345	39.85848922	26.80901129	31.57544186	19.5456158
206023_at	1025.812023	3130.714859	1252.088496	1931.1039	201.8131341	1020.704786	3115.083108	1245.849876	1921.470203	200.8258917	1018.151167	3107.267232	1242.730567	1916.653355	200.3322704	1015.597549	3099.451357	1239.611257	1911.836507	199.8386492	1000.275838	3052.556103	1220.895399	1882.935418	196.8769218	974.7396538	2974.397348	1189.702303	1834.766937	191.9407095	949.2034692	2896.238593	1158.509206	1786.598455	187.0044972	923.6672847	2818.079837	1127.31611	1738.429974	182.0682849	1080.131081	2553.563067	1238.524612	1713.835395	503.3318594	1076.556016	2542.620841	1234.157579	1707.091808	502.6407897	1074.768483	2537.149728	1231.974062	1703.720014	502.2952548	1072.98095	2531.678615	1229.790545	1700.34822	501.9497199	1062.255752	2498.851938	1216.689445	1680.117458	499.8765108	1044.380423	2444.140809	1194.854277	1646.399521	496.4211621	1026.505094	2389.42968	1173.01911	1612.681584	492.9658135	1008.629765	2334.718551	1151.183943	1578.963647	489.5104649	1134.45014	1976.411275	1224.960729	1496.566891	804.8505846	1132.407245	1970.158574	1222.465281	1492.713412	804.4556876	1131.385798	1967.032224	1221.217558	1490.786673	804.2582391	1130.364351	1963.905874	1219.969834	1488.859934	804.0607907	1124.235666	1945.147772	1212.483491	1477.299498	802.8760997	1114.021192	1913.88427	1200.006252	1458.032106	800.9016148	1103.806719	1882.620768	1187.529014	1438.764713	798.9271298	1093.592245	1851.357266	1175.051775	1419.49732	796.9526449	1188.769199	1399.259482	1211.396846	1279.298386	1106.36931	1188.258475	1397.696307	1210.772984	1278.335017	1106.270586	1188.003113	1396.91472	1210.461053	1277.853332	1106.221223	1187.747751	1396.133132	1210.149122	1277.371647	1106.171861	1186.21558	1391.443607	1208.277536	1274.481538	1105.875689	1183.661962	1383.627731	1205.158227	1269.66469	1105.382067	1181.108343	1375.811856	1202.038917	1264.847842	1104.888446	1178.554725	1367.99598	1198.919607	1260.030994	1104.394825
206045_s_at	302.2930391	90.76917543	99.2703024	168.7148385	150.7981068	300.808515	90.34227071	98.80089205	167.8982055	150.0710575	300.066253	90.12881835	98.56618687	167.489889	149.7075328	299.323991	89.91536599	98.33148169	167.0815725	149.3440081	294.8704189	88.63465182	96.92325063	164.6316734	147.16286	287.4477987	86.50012822	94.57619885	160.5485082	143.5276131	280.0251785	84.36560462	92.22914707	156.465343	139.8923662	272.6025583	82.23108101	89.88209529	152.3821778	136.2571193	212.7336144	64.66690981	70.6176987	119.228874	106.6871618	211.6944475	64.36807651	70.28911145	118.6572309	106.1782272	211.1748641	64.21865986	70.12481782	118.3714093	105.92376	210.6552807	64.0692432	69.9605242	118.0855877	105.6692927	207.5377802	63.17274329	68.97476245	116.3706584	104.142489	202.3419461	61.67857677	67.33182621	113.5124427	101.5978162	197.146112	60.18441025	65.68888996	110.6542271	99.05314334	191.9502778	58.69024372	64.04595372	107.7960115	96.50847052	123.1741897	38.5646442	41.96509499	69.74290945	62.57621677	122.58038	38.39388231	41.77733085	69.41625623	62.28539702	122.2834752	38.30850137	41.68344878	69.25292963	62.13998714	121.9865704	38.22312042	41.58956671	69.08960302	61.99457727	120.2051416	37.71083476	41.02627428	68.10964338	61.12211801	117.2360935	36.85702532	40.08745357	66.4763773	59.66801926	114.2670454	36.00321588	39.14863286	64.84311123	58.2139205	111.2979973	35.14940643	38.20981215	63.20984516	56.75982175	33.61476495	12.46237859	13.31249128	20.2569449	18.46527173	33.46631255	12.41968811	13.26555025	20.17528159	18.39256679	33.39208634	12.39834288	13.24207973	20.13444994	18.35621432	33.31786014	12.37699764	13.21860921	20.09361829	18.31986185	32.87250293	12.24892623	13.07778611	19.84862838	18.10174704	32.13024091	12.03547387	12.84308093	19.44031186	17.73822235	31.38797889	11.82202151	12.60837575	19.03199534	17.37469766	30.64571687	11.60856915	12.37367057	18.62367883	17.01117297
206070_s_at	388.2627632	117.2609392	131.0438007	217.8072562	197.9268802	401.9275339	132.280719	145.9946662	232.3243044	212.5433303	408.7599193	139.7906089	153.470099	239.5828286	219.8515553	415.5923046	147.3004988	160.9455317	246.8413527	227.1597804	456.5866167	192.3598382	205.7981282	290.3924973	271.0091306	524.9104701	267.4587372	280.5524557	362.9777384	344.0913811	593.2343235	342.5576362	355.3067832	435.5629795	417.1736316	661.5581769	417.6565352	430.0611106	508.1482206	490.2558821	276.8583013	87.1570245	96.80502758	157.5394464	143.6231832	286.4236408	97.67087036	107.2706334	167.7013802	153.8546983	291.2063106	102.9277933	112.5034364	172.7823471	158.9704558	295.9889803	108.1847162	117.7362393	177.8633139	164.0862133	324.6849987	139.7262538	149.1330568	208.3491152	194.7807585	372.5116961	192.2954831	201.4610861	259.158784	245.9383339	420.3383935	244.8647124	253.7891153	309.9684527	297.0959092	468.1650909	297.4339417	306.1171445	360.7781215	348.2534846	165.4538394	57.05310982	62.56625444	97.27163664	89.31948622	170.9197477	63.06102174	68.54660064	103.0784559	95.16606625	173.6527019	66.0649777	71.53677374	105.9818656	98.08935627	176.385656	69.06893367	74.52694684	108.8852752	101.0126463	192.7833808	87.09266943	92.46798543	126.3057331	118.5523864	220.1129222	117.132229	122.3697164	155.3398295	147.7852866	247.4424635	147.1717886	152.2714474	184.373926	177.0181868	274.7720049	177.2113483	182.1731784	213.4080224	206.251087	54.04937756	26.94919515	28.3274813	37.00382685	35.01578925	55.41585462	28.45117313	29.82256785	38.45553168	36.47743426	56.09909316	29.20216212	30.57011113	39.18138409	37.20825676	56.78233169	29.95315111	31.3176544	39.9072365	37.93907927	60.8817629	34.45908505	35.80291405	44.26235096	42.3240143	67.71414824	41.96897495	43.2783468	51.52087507	49.63223935	74.54653358	49.47886485	50.75377955	58.77939918	56.94046439	81.37891892	56.98875476	58.2292123	66.03792329	64.24868944
