Probe	"Mix A (0% Jurkat, 0% tumor)"	"Mix B (0% Jurkat, 0% tumor)"	"Mix C (0% Jurkat, 0% tumor)"	"Mix D (0% Jurkat, 0% tumor)"	"Mix E (0% Jurkat, 0% tumor)"	"Mix A (0.5% Jurkat, 0% tumor)"	"Mix B (0.5% Jurkat, 0% tumor)"	"Mix C (0.5% Jurkat, 0% tumor)"	"Mix D (0.5% Jurkat, 0% tumor)"	"Mix E (0.5% Jurkat, 0% tumor)"	"Mix A (0.75% Jurkat, 0% tumor)"	"Mix B (0.75% Jurkat, 0% tumor)"	"Mix C (0.75% Jurkat, 0% tumor)"	"Mix D (0.75% Jurkat, 0% tumor)"	"Mix E (0.75% Jurkat, 0% tumor)"	"Mix A (1% Jurkat, 0% tumor)"	"Mix B (1% Jurkat, 0% tumor)"	"Mix C (1% Jurkat, 0% tumor)"	"Mix D (1% Jurkat, 0% tumor)"	"Mix E (1% Jurkat, 0% tumor)"	"Mix A (2.5% Jurkat, 0% tumor)"	"Mix B (2.5% Jurkat, 0% tumor)"	"Mix C (2.5% Jurkat, 0% tumor)"	"Mix D (2.5% Jurkat, 0% tumor)"	"Mix E (2.5% Jurkat, 0% tumor)"	"Mix A (5% Jurkat, 0% tumor)"	"Mix B (5% Jurkat, 0% tumor)"	"Mix C (5% Jurkat, 0% tumor)"	"Mix D (5% Jurkat, 0% tumor)"	"Mix E (5% Jurkat, 0% tumor)"	"Mix A (7.5% Jurkat, 0% tumor)"	"Mix B (7.5% Jurkat, 0% tumor)"	"Mix C (7.5% Jurkat, 0% tumor)"	"Mix D (7.5% Jurkat, 0% tumor)"	"Mix E (7.5% Jurkat, 0% tumor)"	"Mix A (10% Jurkat, 0% tumor)"	"Mix B (10% Jurkat, 0% tumor)"	"Mix C (10% Jurkat, 0% tumor)"	"Mix D (10% Jurkat, 0% tumor)"	"Mix E (10% Jurkat, 0% tumor)"	"Mix A (0% Jurkat, 30% tumor)"	"Mix B (0% Jurkat, 30% tumor)"	"Mix C (0% Jurkat, 30% tumor)"	"Mix D (0% Jurkat, 30% tumor)"	"Mix E (0% Jurkat, 30% tumor)"	"Mix A (0.5% Jurkat, 30% tumor)"	"Mix B (0.5% Jurkat, 30% tumor)"	"Mix C (0.5% Jurkat, 30% tumor)"	"Mix D (0.5% Jurkat, 30% tumor)"	"Mix E (0.5% Jurkat, 30% tumor)"	"Mix A (0.75% Jurkat, 30% tumor)"	"Mix B (0.75% Jurkat, 30% tumor)"	"Mix C (0.75% Jurkat, 30% tumor)"	"Mix D (0.75% Jurkat, 30% tumor)"	"Mix E (0.75% Jurkat, 30% tumor)"	"Mix A (1% Jurkat, 30% tumor)"	"Mix B (1% Jurkat, 30% tumor)"	"Mix C (1% Jurkat, 30% tumor)"	"Mix D (1% Jurkat, 30% tumor)"	"Mix E (1% Jurkat, 30% tumor)"	"Mix A (2.5% Jurkat, 30% tumor)"	"Mix B (2.5% Jurkat, 30% tumor)"	"Mix C (2.5% Jurkat, 30% tumor)"	"Mix D (2.5% Jurkat, 30% tumor)"	"Mix E (2.5% Jurkat, 30% tumor)"	"Mix A (5% Jurkat, 30% tumor)"	"Mix B (5% Jurkat, 30% tumor)"	"Mix C (5% Jurkat, 30% tumor)"	"Mix D (5% Jurkat, 30% tumor)"	"Mix E (5% Jurkat, 30% tumor)"	"Mix A (7.5% Jurkat, 30% tumor)"	"Mix B (7.5% Jurkat, 30% tumor)"	"Mix C (7.5% Jurkat, 30% tumor)"	"Mix D (7.5% Jurkat, 30% tumor)"	"Mix E (7.5% Jurkat, 30% tumor)"	"Mix A (10% Jurkat, 30% tumor)"	"Mix B (10% Jurkat, 30% tumor)"	"Mix C (10% Jurkat, 30% tumor)"	"Mix D (10% Jurkat, 30% tumor)"	"Mix E (10% Jurkat, 30% tumor)"	"Mix A (0% Jurkat, 60% tumor)"	"Mix B (0% Jurkat, 60% tumor)"	"Mix C (0% Jurkat, 60% tumor)"	"Mix D (0% Jurkat, 60% tumor)"	"Mix E (0% Jurkat, 60% tumor)"	"Mix A (0.5% Jurkat, 60% tumor)"	"Mix B (0.5% Jurkat, 60% tumor)"	"Mix C (0.5% Jurkat, 60% tumor)"	"Mix D (0.5% Jurkat, 60% tumor)"	"Mix E (0.5% Jurkat, 60% tumor)"	"Mix A (0.75% Jurkat, 60% tumor)"	"Mix B (0.75% Jurkat, 60% tumor)"	"Mix C (0.75% Jurkat, 60% tumor)"	"Mix D (0.75% Jurkat, 60% tumor)"	"Mix E (0.75% Jurkat, 60% tumor)"	"Mix A (1% Jurkat, 60% tumor)"	"Mix B (1% Jurkat, 60% tumor)"	"Mix C (1% Jurkat, 60% tumor)"	"Mix D (1% Jurkat, 60% tumor)"	"Mix E (1% Jurkat, 60% tumor)"	"Mix A (2.5% Jurkat, 60% tumor)"	"Mix B (2.5% Jurkat, 60% tumor)"	"Mix C (2.5% Jurkat, 60% tumor)"	"Mix D (2.5% Jurkat, 60% tumor)"	"Mix E (2.5% Jurkat, 60% tumor)"	"Mix A (5% Jurkat, 60% tumor)"	"Mix B (5% Jurkat, 60% tumor)"	"Mix C (5% Jurkat, 60% tumor)"	"Mix D (5% Jurkat, 60% tumor)"	"Mix E (5% Jurkat, 60% tumor)"	"Mix A (7.5% Jurkat, 60% tumor)"	"Mix B (7.5% Jurkat, 60% tumor)"	"Mix C (7.5% Jurkat, 60% tumor)"	"Mix D (7.5% Jurkat, 60% tumor)"	"Mix E (7.5% Jurkat, 60% tumor)"	"Mix A (10% Jurkat, 60% tumor)"	"Mix B (10% Jurkat, 60% tumor)"	"Mix C (10% Jurkat, 60% tumor)"	"Mix D (10% Jurkat, 60% tumor)"	"Mix E (10% Jurkat, 60% tumor)"	"Mix A (0% Jurkat, 90% tumor)"	"Mix B (0% Jurkat, 90% tumor)"	"Mix C (0% Jurkat, 90% tumor)"	"Mix D (0% Jurkat, 90% tumor)"	"Mix E (0% Jurkat, 90% tumor)"	"Mix A (0.5% Jurkat, 90% tumor)"	"Mix B (0.5% Jurkat, 90% tumor)"	"Mix C (0.5% Jurkat, 90% tumor)"	"Mix D (0.5% Jurkat, 90% tumor)"	"Mix E (0.5% Jurkat, 90% tumor)"	"Mix A (0.75% Jurkat, 90% tumor)"	"Mix B (0.75% Jurkat, 90% tumor)"	"Mix C (0.75% Jurkat, 90% tumor)"	"Mix D (0.75% Jurkat, 90% tumor)"	"Mix E (0.75% Jurkat, 90% tumor)"	"Mix A (1% Jurkat, 90% tumor)"	"Mix B (1% Jurkat, 90% tumor)"	"Mix C (1% Jurkat, 90% tumor)"	"Mix D (1% Jurkat, 90% tumor)"	"Mix E (1% Jurkat, 90% tumor)"	"Mix A (2.5% Jurkat, 90% tumor)"	"Mix B (2.5% Jurkat, 90% tumor)"	"Mix C (2.5% Jurkat, 90% tumor)"	"Mix D (2.5% Jurkat, 90% tumor)"	"Mix E (2.5% Jurkat, 90% tumor)"	"Mix A (5% Jurkat, 90% tumor)"	"Mix B (5% Jurkat, 90% tumor)"	"Mix C (5% Jurkat, 90% tumor)"	"Mix D (5% Jurkat, 90% tumor)"	"Mix E (5% Jurkat, 90% tumor)"	"Mix A (7.5% Jurkat, 90% tumor)"	"Mix B (7.5% Jurkat, 90% tumor)"	"Mix C (7.5% Jurkat, 90% tumor)"	"Mix D (7.5% Jurkat, 90% tumor)"	"Mix E (7.5% Jurkat, 90% tumor)"	"Mix A (10% Jurkat, 90% tumor)"	"Mix B (10% Jurkat, 90% tumor)"	"Mix C (10% Jurkat, 90% tumor)"	"Mix D (10% Jurkat, 90% tumor)"	"Mix E (10% Jurkat, 90% tumor)"
214039_s_at	1477.880364	1965.94857	5093.919878	2529.931203	5918.083511	1545.7289	2031.356765	5143.688216	2592.519485	5963.731031	1579.653168	2064.060862	5168.572385	2623.813626	5986.554791	1613.577436	2096.76496	5193.456555	2655.107767	6009.378551	1817.123044	2292.989544	5342.76157	2842.872612	6146.321111	2156.365723	2620.030519	5591.603261	3155.81402	6374.558712	2495.608403	2947.071493	5840.444953	3468.755429	6602.796313	2834.851082	3274.112467	6089.286645	3781.696838	6831.033914	9007.780228	9349.427972	11539.00789	9744.215815	12115.92243	9055.274203	9395.213708	11573.84572	9788.027613	12147.87569	9079.021191	9418.106577	11591.26464	9809.933511	12163.85233	9102.768178	9440.999445	11608.68356	9831.83941	12179.82896	9245.250104	9578.356654	11713.19707	9963.274801	12275.68875	9482.719979	9807.285336	11887.38626	10182.33379	12435.45507	9720.189855	10036.21402	12061.57544	10401.39277	12595.22139	9957.659731	10265.1427	12235.76462	10620.45176	12754.98771	16537.68009	16732.90737	17984.0959	16958.50043	18313.76135	16564.81951	16759.07065	18004.00323	16983.53574	18332.02036	16578.38921	16772.15229	18013.9569	16996.0534	18341.14986	16591.95892	16785.23393	18023.91057	17008.57105	18350.27937	16673.37716	16863.72376	18083.63257	17083.67699	18405.05639	16809.07424	16994.54015	18183.16925	17208.85355	18496.35143	16944.77131	17125.35654	18282.70593	17334.03012	18587.64647	17080.46838	17256.17293	18382.2426	17459.20668	18678.94151	24067.57996	24116.38678	24429.18391	24172.78504	24511.60027	24074.36481	24122.9276	24434.16074	24179.04387	24516.16502	24077.75724	24126.19801	24436.64916	24182.17328	24518.4474	24081.14966	24129.46842	24439.13757	24185.3027	24520.72977	24101.50422	24149.09087	24454.06808	24204.07918	24534.42403	24135.42849	24181.79497	24478.95225	24235.37332	24557.24779	24169.35276	24214.49907	24503.83641	24266.66746	24580.07155	24203.27703	24247.20317	24528.72058	24297.9616	24602.89531
214084_x_at	941.6234759	2445.92851	1147.90797	1599.139122	410.6650031	936.9790006	2433.76251	1142.232073	1591.207068	408.6753201	934.6567629	2427.679509	1139.394124	1587.241041	407.6804786	932.3345252	2421.596509	1136.556175	1583.275014	406.6856371	918.4010991	2385.098507	1119.528481	1559.478854	400.7165881	895.1787223	2324.268505	1091.148992	1519.818586	390.7681731	871.9563455	2263.438502	1062.769503	1480.158318	380.8197582	848.7339687	2202.608499	1034.390014	1440.49805	370.8713432	674.6990641	1727.712588	819.0982102	1134.960016	303.0281332	671.4479314	1719.196388	815.1250817	1129.407579	301.6353551	669.822365	1714.938288	813.1385175	1126.63136	300.938966	668.1967986	1710.680187	811.1519533	1123.855141	300.242577	658.4434004	1685.131586	799.2325678	1107.197829	296.0642427	642.1877366	1642.550584	779.3669254	1079.435641	289.1003522	625.9320728	1599.969582	759.501283	1051.673453	282.1364617	609.6764091	1557.388581	739.6356406	1023.911266	275.1725712	407.7746524	1009.496666	490.2884501	670.7809106	195.3912632	405.9168622	1004.630266	488.018091	667.6080892	194.59539	404.9879671	1002.197066	486.8829114	666.0216785	194.1974534	404.0590721	999.7638656	485.7477318	664.4352677	193.7995168	398.4857016	985.164665	478.9366544	654.9168034	191.4118972	389.1967509	960.8326639	467.5848588	639.0526962	187.4325312	379.9078002	936.5006628	456.2330631	623.1885891	183.4531652	370.6188495	912.1686618	444.8812674	607.3244819	179.4737992	140.8502406	291.280744	161.47869	206.6018051	87.75439328	140.385793	290.0641439	160.9111002	205.8085998	87.55542498	140.1535693	289.4558439	160.6273053	205.4119971	87.45594083	139.9213455	288.8475439	160.3435104	205.0153944	87.35645668	138.5280029	285.1977437	158.6407411	202.6357783	86.75955178	136.2057652	279.1147435	155.8027922	198.6697515	85.76471028	133.8835275	273.0317432	152.9648433	194.7037247	84.76986879	131.5612898	266.9487429	150.1268943	190.7376979	83.77502729
214181_x_at	766.5764421	1041.392038	2536.074476	1295.955205	2920.264332	763.5421363	1036.983654	2524.19268	1290.274005	2906.461587	762.0249834	1034.779462	2518.251782	1287.433406	2899.560214	760.5078304	1032.57527	2512.310884	1284.592806	2892.658842	751.4049129	1019.350119	2476.665496	1267.549207	2851.250606	736.2333836	997.3081996	2417.256516	1239.143208	2782.236879	721.0618543	975.2662804	2357.847536	1210.73721	2713.223153	705.8903251	953.2243613	2298.438556	1182.331212	2644.209426	554.0997041	746.4706211	1792.748328	924.6648382	2061.681227	551.97569	743.3847524	1784.431071	920.6879984	2052.019305	550.9136829	741.8418181	1780.272442	918.6995785	2047.188345	549.8516759	740.2988837	1776.113813	916.7111586	2042.357384	543.4796336	731.0412777	1751.162042	904.7806393	2013.371619	532.8595631	715.6119343	1709.575756	884.8964405	1965.06201	522.2394926	700.1825909	1667.98947	865.0122416	1916.752401	511.6194221	684.7532474	1626.403184	845.1280428	1868.442793	341.622966	451.5492043	1049.42218	553.3744712	1203.098122	340.4092436	449.7858507	1044.669461	551.1019913	1197.577024	339.8023825	448.904174	1042.293102	549.9657514	1194.816475	339.1955213	448.0224972	1039.916743	548.8295114	1192.055926	335.5543543	442.7324366	1025.658588	542.0120718	1175.492631	329.4857426	433.9156689	1001.894995	530.6496725	1147.887141	323.4171309	425.0989013	978.1314034	519.2872732	1120.28165	317.3485191	416.2821336	954.3678114	507.9248738	1092.67616	129.1462279	156.6277875	306.0960313	182.0841042	344.5150169	128.8427973	156.1869491	304.9078517	181.5159842	343.1347424	128.691082	155.9665299	304.3137619	181.2319242	342.4446051	128.5393667	155.7461107	303.7196721	180.9478643	341.7544678	127.629075	154.4235955	300.1551333	179.2435044	337.6136443	126.111922	152.2194036	294.2142353	176.4029045	330.7122716	124.5947691	150.0152117	288.2733373	173.5623047	323.810899	123.0776162	147.8110198	282.3324392	170.7217049	316.9095263
214183_s_at	16.53512988	15.55147668	14.59580871	15.67876416	14.53725409	152.6649443	151.6862094	150.7353197	151.8128604	150.6770579	220.7298515	219.7535757	218.8050752	219.8799085	218.7469598	288.7947587	287.820942	286.8748308	287.9469567	286.8168617	697.184202	696.2251401	695.2933638	696.3492454	695.2362731	1377.833274	1376.898804	1375.990919	1377.019727	1375.935292	2058.482346	2057.572467	2056.688474	2057.690208	2056.634311	2739.131418	2738.24613	2737.386029	2738.360689	2737.33333	16.97744842	16.28889118	15.6199236	16.37799242	15.57893537	112.2683185	111.5832041	110.9175813	111.6718598	110.876798	159.9137536	159.2303605	158.5664102	159.3187935	158.5257294	207.5591886	206.8775169	206.215239	206.9657272	206.1746607	493.4317989	492.7604556	492.1082122	492.8473293	492.0682487	969.8861493	969.23202	968.5965008	969.3166661	968.5575619	1446.3405	1445.703584	1445.084789	1445.786003	1445.046875	1922.79485	1922.175149	1921.573078	1922.25534	1921.536189	17.41976696	17.02630568	16.64403849	17.07722067	16.62061664	71.87169273	71.48019875	71.0998429	71.53085917	71.07653816	99.09765561	98.70714529	98.32774511	98.75767842	98.30449892	126.3236185	125.9340918	125.5556473	125.9844977	125.5324597	289.6793958	289.295771	288.9230605	289.3454132	288.9002242	561.9390246	561.5652364	561.2020826	561.6136057	561.1798318	834.1986535	833.8347018	833.4811046	833.8817982	833.4594394	1106.458282	1106.104167	1105.760127	1106.149991	1105.739047	17.8620855	17.76372018	17.66815338	17.77644893	17.66229792	31.47506694	31.37719345	31.28210449	31.38985855	31.2762783	38.28155766	38.18393008	38.08908004	38.19656337	38.08326849	45.08804838	44.99066672	44.89605559	45.00326818	44.89025868	85.92699271	85.83108652	85.7379089	85.84349705	85.73219982	153.9918999	153.8984529	153.8076644	153.9105452	153.8021017	222.0568071	221.9658192	221.8774199	221.9775933	221.8720036	290.1217143	290.0331855	289.9471754	290.0446414	289.9419055
214254_at	7226.19516	2246.200627	2627.014452	4124.003172	3894.285626	7190.392283	2235.297722	2614.207478	4103.711255	3875.142296	7172.490844	2229.84627	2607.803992	4093.565296	3865.570631	7154.589405	2224.394817	2601.400505	4083.419337	3855.998967	7047.180774	2191.686104	2562.979584	4022.543585	3798.568978	6868.166387	2137.171581	2498.944715	3921.083999	3702.85233	6689.152001	2082.657058	2434.909847	3819.624412	3607.135682	6510.137615	2028.142535	2370.874978	3718.164826	3511.419034	5077.100488	1591.104315	1857.673993	2905.566097	2744.763815	5052.038474	1583.472282	1848.709111	2891.361755	2731.363484	5039.507467	1579.656265	1844.226671	2884.259584	2724.663319	5026.97646	1575.840249	1839.74423	2877.157413	2717.963153	4951.790418	1552.944149	1812.849585	2834.544386	2677.762161	4826.480348	1514.783983	1768.025177	2763.522676	2610.760508	4701.170277	1476.623817	1723.200769	2692.500965	2543.758854	4575.860207	1438.463651	1678.376361	2621.479255	2476.757201	2928.005817	936.0080038	1088.333534	1687.129022	1595.242003	2913.684666	931.646842	1083.210745	1679.012255	1587.584672	2906.524091	929.4662611	1080.64935	1674.953872	1583.756006	2899.363515	927.2856802	1078.087955	1670.895488	1579.92734	2856.400063	914.2021947	1062.719587	1646.545187	1556.955344	2784.794308	892.3963855	1037.105639	1605.961353	1518.668685	2713.188554	870.5905764	1011.491692	1565.377518	1480.382026	2641.582799	848.7847672	985.8777444	1524.793684	1442.095367	778.9111457	280.9116924	318.993075	468.691947	445.7201923	775.330858	279.821402	317.7123776	466.6627552	443.8058594	773.5407142	279.2762567	317.0720289	465.6481594	442.8486929	771.7505703	278.7311115	316.4316802	464.6335635	441.8915264	761.0097071	275.4602401	312.5895881	458.5459883	436.1485275	743.1082685	270.0087879	306.1861013	448.4000297	426.5768628	725.2068299	264.5573356	299.7826144	438.254071	417.005198	707.3053913	259.1058833	293.3791276	428.1081124	407.4335332
214366_s_at	294.2540829	831.3264136	403.8238444	537.4915414	151.3732452	292.9705458	827.3575148	401.9924584	534.991817	150.8041122	292.3287772	825.3730654	401.0767655	533.7419548	150.5195457	291.6870086	823.3886161	400.1610725	532.4920925	150.2349793	287.8363972	811.4819197	394.6669147	524.9929193	148.5275805	281.4187116	791.6374258	385.509985	512.4942972	145.6819158	275.001026	771.7929319	376.3530553	499.9956751	142.8362511	268.5833403	751.948438	367.1961257	487.497053	139.9905864	217.1586179	593.1092495	293.857451	387.4248389	117.1420315	216.260142	590.3310203	292.5754808	385.6750318	116.7436385	215.810904	588.9419057	291.9344957	384.8001283	116.5444419	215.361666	587.5527912	291.2935107	383.9252247	116.3452454	212.666238	579.2181037	287.4476002	378.6758034	115.1500662	208.173858	565.326958	281.0377494	369.9267679	113.158101	203.6814781	551.4358122	274.6278987	361.1777325	111.1661357	199.1890981	537.5446665	268.2180479	352.428697	109.1741704	140.063153	354.8920853	183.8910576	237.3581364	82.9108179	139.5497381	353.3045258	183.1585032	236.3582466	82.68316473	139.2930307	352.510746	182.792226	235.8583017	82.56933814	139.0363233	351.7169663	182.4259488	235.3583569	82.45551155	137.4960787	346.9542877	180.2282857	232.3586876	81.77255202	134.9290045	339.0164902	176.5655138	227.3592387	80.63428614	132.3619302	331.0786926	172.902742	222.3597899	79.49602026	129.794856	323.140895	169.2399701	217.360341	78.35775438	62.96768805	116.6749211	73.9246642	87.2914339	48.67960428	62.83933434	116.2780312	73.7415256	87.04146146	48.62269098	62.77515748	116.0795863	73.64995631	86.91647524	48.59423433	62.71098062	115.8811414	73.55838701	86.79148901	48.56577769	62.32591948	114.6904717	73.00897123	86.04157169	48.39503781	61.68415092	112.7060223	72.09327826	84.79170948	48.11047134	61.04238236	110.7215729	71.17758529	83.54184727	47.82590487	60.40061379	108.7371236	70.26189233	82.29198506	47.5413384
214511_x_at	1000.584781	1327.729475	3420.292964	1704.797087	3971.498455	995.645979	1321.15495	3403.255622	1696.337224	3951.705085	993.1765781	1317.867687	3394.73695	1692.107292	3941.8084	990.7071773	1314.580424	3386.218279	1687.877361	3931.911715	975.890772	1294.856849	3335.106251	1662.497771	3872.531604	951.1967632	1261.984223	3249.919537	1620.198454	3773.564754	926.5027544	1229.111596	3164.732824	1577.899138	3674.597903	901.8087456	1196.23897	3079.546111	1535.599822	3575.631052	713.6215196	942.6228055	2407.417248	1206.570134	2793.261091	710.1643584	938.0206379	2395.491108	1200.64823	2779.405732	708.4357778	935.719554	2389.528038	1197.687278	2772.478053	706.7071972	933.4184702	2383.564968	1194.726326	2765.550373	696.3357135	919.6119672	2347.786549	1176.960613	2723.984296	679.0499073	896.6011289	2288.155849	1147.351091	2654.707501	661.7641012	873.5902906	2228.52515	1117.74157	2585.430705	644.478295	850.5794523	2168.894451	1088.132048	2516.15391	426.6582585	557.5161362	1394.541532	708.3431811	1615.023728	424.6827378	554.8863261	1387.726595	704.9592358	1607.10638	423.6949775	553.571421	1384.319126	703.2672632	1603.147706	422.7072171	552.256516	1380.911658	701.5752905	1599.189032	416.780655	544.3670857	1360.466847	691.4234546	1575.436988	406.9030515	531.2180352	1326.392161	674.503728	1535.850248	397.025448	518.0689848	1292.317476	657.5840014	1496.263507	387.1478445	504.9199343	1258.24279	640.6642748	1456.676767	139.6949974	172.4094668	381.6658157	210.116228	436.7863648	139.2011172	171.7520143	379.9620815	209.2702417	434.8070278	138.9541771	171.423288	379.1102143	208.8472485	433.8173593	138.707237	171.0945617	378.2583472	208.4242554	432.8276908	137.2255965	169.1222042	373.1471444	205.8862964	426.8896797	134.7561956	165.8349416	364.628473	201.6563647	416.9929947	132.2867947	162.5476789	356.1098017	197.4264331	407.0963096	129.8173939	159.2604163	347.5911304	193.1965015	397.1996245
214575_s_at	5639.508724	7499.835785	19456.81104	9657.639054	22608.49832	5611.375882	7462.401307	19359.59169	9609.41556	22495.52053	5597.30946	7443.684069	19310.98201	9585.303813	22439.03164	5583.243039	7424.96683	19262.37233	9561.192066	22382.54274	5498.844512	7312.663397	18970.71427	9416.521584	22043.60937	5358.180301	7125.491009	18484.6175	9175.404115	21478.72042	5217.516089	6938.318621	17998.52073	8934.286645	20913.83147	5076.851878	6751.146233	17512.42396	8693.169175	20348.94252	3960.517375	5262.746317	13632.629	6773.208606	15838.81009	3940.824385	5236.542183	13564.57545	6739.45216	15759.72564	3930.97789	5223.440116	13530.54867	6722.573937	15720.18341	3921.131395	5210.338049	13496.5219	6705.695714	15680.64119	3862.052427	5131.725646	13292.36126	6604.426377	15443.38783	3763.587478	5000.704974	12952.09352	6435.644148	15047.96556	3665.12253	4869.684302	12611.82578	6266.861919	14652.5433	3566.657582	4738.663631	12271.55804	6098.07969	14257.12103	2281.526025	3025.65685	7808.446951	3888.778157	9069.121865	2270.272888	3010.683059	7769.55921	3869.48876	9023.930749	2264.64632	3003.196163	7750.115339	3859.844061	9001.335191	2259.019751	2995.709268	7730.671468	3850.199362	8978.739633	2225.260341	2950.787894	7614.008244	3792.33117	8843.166284	2168.994656	2875.918939	7419.569536	3695.884182	8617.210704	2112.728971	2801.049984	7225.130828	3599.437194	8391.255123	2056.463287	2726.181029	7030.69212	3502.990206	8165.299542	602.534676	788.5673821	1984.264908	1004.347709	2299.433636	599.7213918	784.8239343	1974.542972	999.5253596	2288.135857	598.3147497	782.9522105	1969.682004	997.1141849	2282.486967	596.9081075	781.0804866	1964.821037	994.7030102	2276.838078	588.4682548	769.8501433	1935.655231	980.235962	2242.944741	574.4018337	751.1329045	1887.045554	956.1242151	2186.455846	560.3354125	732.4156657	1838.435877	932.0124681	2129.96695	546.2689914	713.6984269	1789.8262	907.9007211	2073.478055
214603_at	2817.895919	874.3490866	987.4807505	1598.814045	1471.426846	2804.618081	870.7889825	983.3549881	1591.631616	1464.881354	2797.979162	869.0089305	981.2921069	1588.040401	1461.608607	2791.340243	867.2288784	979.2292257	1584.449187	1458.335861	2751.506728	856.5485661	966.8519384	1562.9019	1438.699382	2685.117537	838.7480455	946.2231262	1526.989756	1405.971917	2618.728345	820.947525	925.5943141	1491.077611	1373.244453	2552.339154	803.1470044	904.9655019	1455.165467	1340.516988	3328.582574	1968.099791	2047.291956	2475.225262	2386.054223	3319.288087	1965.607718	2044.403922	2470.197561	2381.472378	3314.640844	1964.361682	2042.959905	2467.683711	2379.181455	3309.9936	1963.115645	2041.515888	2465.169861	2376.890533	3282.11014	1955.639427	2032.851787	2450.08676	2363.144998	3235.637706	1943.179062	2018.411619	2424.948259	2340.235773	3189.165272	1930.718698	2003.97145	2399.809758	2317.326547	3142.692838	1918.258333	1989.531282	2374.671257	2294.417322	3839.269228	3061.850495	3107.103161	3351.636479	3300.681599	3833.958093	3060.426454	3105.452856	3348.763507	3298.063402	3831.302525	3059.714433	3104.627703	3347.327021	3296.754304	3828.646958	3059.002412	3103.802551	3345.890535	3295.445205	3812.713552	3054.730287	3098.851636	3337.271621	3287.590613	3786.157875	3047.610079	3090.600111	3322.906763	3274.499628	3759.602199	3040.489871	3082.348586	3308.541905	3261.408642	3733.046522	3033.369662	3074.097061	3294.177047	3248.317656	4349.955883	4155.6012	4166.914366	4228.047696	4215.308976	4348.628099	4155.245189	4166.50179	4227.329453	4214.654426	4347.964207	4155.067184	4166.295502	4226.970331	4214.327152	4347.300315	4154.889179	4166.089214	4226.61121	4213.999877	4343.316964	4153.821148	4164.851485	4224.456481	4212.036229	4336.678045	4152.041096	4162.788604	4220.865267	4208.763483	4330.039126	4150.261044	4160.725722	4217.274052	4205.490736	4323.400206	4148.480992	4158.662841	4213.682838	4202.21799
214612_x_at	12352.78846	3755.680553	4374.989577	6988.381195	6551.300768	12292.28977	3738.167405	4354.379885	6954.704544	6519.809519	12262.04043	3729.410832	4344.075039	6937.866219	6504.063895	12231.79109	3720.654258	4333.770192	6921.027894	6488.318271	12050.29503	3668.114816	4271.941115	6819.997942	6393.844526	11747.80159	3580.549079	4168.892653	6651.614689	6236.388283	11445.30816	3492.983342	4065.84419	6483.231436	6078.932041	11142.81472	3405.417605	3962.795728	6314.848183	5921.475799	10367.76605	4349.790518	4783.306835	6612.680967	6306.724668	10325.41697	4337.531315	4768.88005	6589.107312	6284.680794	10304.24243	4331.401713	4761.666658	6577.320484	6273.658857	10283.06789	4325.272111	4754.453266	6565.533656	6262.63692	10156.02065	4288.494502	4711.172911	6494.81269	6196.505299	9944.275245	4227.198486	4639.038988	6376.944413	6086.285929	9732.529841	4165.90247	4566.905064	6259.076136	5976.06656	9520.784437	4104.606455	4494.77114	6141.207859	5865.84719	8382.743646	4943.900483	5191.624093	6236.98074	6062.148569	8358.544171	4936.895224	5183.380216	6223.510079	6049.552069	8346.444434	4933.392594	5179.258277	6216.774749	6043.25382	8334.344697	4929.889965	5175.136339	6210.039419	6036.95557	8261.746272	4908.874188	5150.404708	6169.627438	5999.166072	8140.748899	4873.847893	5109.185323	6102.274137	5936.183575	8019.751525	4838.821599	5067.965938	6034.920836	5873.201078	7898.754151	4803.795304	5026.746553	5967.567535	5810.218581	6397.721239	5538.010448	5599.94135	5861.280512	5817.572469	6391.67137	5536.259133	5597.880381	5857.912847	5814.423344	6388.646436	5535.383476	5596.849896	5856.229014	5812.848782	6385.621501	5534.507818	5595.819412	5854.545182	5811.27422	6367.471895	5529.253874	5589.636504	5844.442187	5801.826845	6337.222552	5520.4973	5579.331658	5827.603861	5786.081221	6306.973208	5511.740727	5569.026812	5810.765536	5770.335597	6276.723865	5502.984153	5558.721965	5793.927211	5754.589972
